的	白勹丶
住	亻主
名	夕口
跑	足包
次	次
網	糸𦉰亡
睡	目垂
裝	爿士衣
哦	口我
挺	扌廷
王	王
圖	圍口十圍口
掉	扌卓
路	足夂口
正	正
外	夕卜
二	二
頭	豆頁
應	广亻隹心
生	生
心	心
因	圍大
子	子
強	強
類	米犬頁
作	亻乍
送	⻌䒑大
書	聿日
每	每
法	氵土厶
乖	千北
拍	扌白
市	市
撒	扌散
至	至
接	扌立女
美	羊大
表	表
未	未
辦	辛力辛
非	非
級	糸及
即	艮卩
哎	口艹乂
此	止匕
差	差
版	片反
併	亻并
副	一口田刂
系	丿糸
收	丩攵
男	田力
俺	亻大电
字	宀子
兩	兩
股	月殳
轉	車專
便	亻一日乂
考	考
塊	土鬼
線	糸白水
手	手
黃	黃
道	⻌首
米	米
座	广坐
豬	豕者
聊	耳卯
取	耳又
低	亻氐
難	𦰩隹
哇	口圭
兒	臼儿
受	爪冖又
包	包
阿	阝可
喝	口曷
白	白
金	金
四	四
近	⻌斤
管	⺮宀㠯
定	宀𤴓
傳	亻專
門	門
樣	木羊永
夠	夕夕勹口
交	亠八乂
李	木子
笑	⺮夭
自	自
邊	⻌自穴方
型	开刂土
黑	黑
慢	忄曼
刷	尸巾刂
穿	穴牙
越	走戉
位	亻立
貴	中一貝
部	立口阝
稱	禾爪冂土
處	虎夂几
選	⻌巽
站	立卜口
牛	牛
怪	忄又土
省	小丿目
倒	亻至刂
談	言火火
曾	曾
羣	尹口羊
經	糸巠
數	婁攵
據	扌虎豕
變	䜌攵
累	田糸
汗	氵干
查	查
象	象
半	半
陳	阝東
紅	糸工
格	木夂口
五	五
幹	十日十人干
樓	木婁
方	方
讀	言賣
頂	丁頁
某	甘木
條	攸木
亂	𤔔乚
唔	口五口
馬	馬
遠	⻌土口𧘇
單	單
海	氵每
相	木目
熱	坴丸灬
光	光
咋	口乍
風	風
且	且
林	木木
滿	氵㒼
額	宀夂口頁
化	亻匕
班	王刂王
滴	氵啇
掛	扌圭卜
關	門幺幺丩丩
漲	氵弓長
店	广卜口
安	宀女
坐	坐
約	糸勹丶
飛	飛
劉	卯金刂
度	广廿又
種	禾重
俄	亻我
歌	可可欠
報	土半卩又
信	亻言
若	艹𠂇口
原	厂白小
文	文
飯	食反
晚	日免
量	日一里
村	木寸
式	弋工
空	穴工
山	山
賺	貝兼
毛	毛
重	重
主	主
另	另
間	門日
裡	衤里
貼	貝卜口
入	人
伐	亻戈
血	血
盤	舟殳皿
爽	大四（乂）
隊	阝丷豕
楊	木昜
臺	士口冖至
往	彳主
片	片
國	圍戈口一
狗	犭勹口
歲	止戊一𣥂
費	弗貝
壞	土褱
龍	龍
離	离隹
共	共
西	西
佔	亻卜口
周	用口
超	走召
明	日月
媽	女馬
均	土匀
期	其月
達	⻌土羊
照	日召灬
切	七刀
留	卯田
動	重力
特	牛土寸
氣	气米
係	亻丿糸
神	示申
鳥	鳥
畫	聿田一
夢	夢
教	孝攵
哥	可可
甘	甘
蠻	䜌虫
魚	魚
值	亻直
鎮	金真
么	丿厶
罵	罒馬
陪	阝立口
既	艮旡
哭	口口犬
力	力
建	廴聿
洗	氵先
懂	忄艹重
雙	隹隹又
口	口
指	扌匕日
東	東
球	王求
仍	亻乃
活	氵舌
跌	足失
練	糸柬
億	亻立日心
清	氵青
提	扌是
除	阝余
通	⻌龴用
酒	氵酉
貓	豸艹田
餓	食我
票	西示
六	亠八
病	疒丙
咩	口羊
假	亻叚
久	𠂊丶
段	厂三殳
平	平
抓	扌爪
套	大長
課	言果
急	𠂊彐心
藥	艹白幺幺木
城	土戊㇆
任	亻壬
草	艹日十
羅	罒糸隹
理	王里
令	令
雨	雨
貨	亻匕貝
唱	口日日
左	左
藍	艹臣𠂉丶皿
縣	目木丿糸
常	【尚】巾
色	𠂊巴
搶	扌倉
菜	艹爪木
喲	口糸勹丶
集	隹木
感	戊一口心
房	戶方
較	車亠八乂
混	氵日匕匕
敢	敢
火	火
臉	月僉
操	扌三（口）木
南	十冂半
退	⻌艮
件	亻牛
吳	吳
破	石皮
聲	士尸殳耳
德	彳𢛳
雪	雨彐
局	尸㇆口
雲	雨二厶
噢	口向米大
整	束攵正
傻	亻𡕩
華	華
克	十口儿
呃	口厂卩
喊	口戊一口
現	王見
跳	足兆
養	羊丶艮
補	衤甫
團	圍專
沈	氵冖儿
反	反
樂	白幺幺木
篇	⺮戶冊
待	彳土寸
砸	石匚巾
深	氵㓁木
煩	火頁
根	木艮
求	求
投	扌殳
電	雨电
親	立木見
惡	亞心
葉	艹世木
款	士示欠
知	矢口
八	八
配	酉己
器	㗊（犬）
何	亻可
率	亠幺𠁼十
調	言用口
鬼	鬼
修	攸彡
試	言弋工
謝	言身寸
麪	麥丁乚㇆
僅	亻堇
層	尸曾
面	面
週	⻌用口
北	北
木	木
份	亻八刀
記	言己
趙	走小月
情	忄青
肉	肉
需	雨而
七	七
論	言亼冊
流	氵𠫓川
噶	口艹曷
招	扌召
痛	疒龴用
列	一夕刂
石	石
香	禾日
封	圭寸
眼	目艮
易	日勿
冷	冫令
借	亻昔
派	氵𠂆𠂢
帥	𠂤巾
付	亻寸
十	十
廠	广尚攵
陽	阝昜
樹	木士口䒑寸
油	氵由
胡	十口月
排	扌非
停	亻亠口冖丁
合	亼口
軍	冖車
身	身
奧	向釆大
章	立日十
科	禾斗
倆	亻兩
星	日生
牌	片卑
權	木艹口口隹
翻	釆田习习
隨	阝⻌左月
場	土昜
帖	巾卜口
商	商
庫	广車
價	亻西貝
物	牛勿
泡	氵包
寶	宀王缶貝
玉	王丶
體	骨曲豆
追	⻌𠂤
傷	亻𠂉昜
背	北月
腳	月八人口卩
丟	王厶
劍	僉刂
解	𠂊用刀牛
室	宀至
底	广氐
業	业半木
代	亻弋
孫	子丿糸
朱	朱
亦	亦
須	彡頁
舊	艹隹臼
乾	十日十乞
工	工
咱	口自
詞	言司
刀	刀
喔	口尸至
波	氵皮
證	言癶豆
鐵	金𢦏呈
推	扌隹
落	艹氵夂口
節	⺮艮卩
春	𡗗日
輕	車巠
笨	⺮木一
九	九
輸	車俞
江	氵工
短	矢豆
含	今口
千	千
炒	火小丿
藉	艹耒昔
丫	丷丨
徐	彳余
騙	馬戶冊
秒	禾小丿
青	青
耍	而女
夜	夜
許	言午
咁	口甘
吹	口欠
師	𠂤一巾
板	木反
土	土
贏	亡口月貝凡
姐	女且
直	直
公	公
苦	艹十口
秀	禾乃
博	十甫寸
皮	皮
朝	十日十月
君	尹口
詩	言土寸
爛	火門柬
靜	青爭
利	禾刂
素	龶糸
立	立
存	【在】子
燒	火堯
斷	匕四（幺）乚斤
吾	五口
虧	虎隹亏
湯	氵昜
民	民
極	木亟
命	亼口卩
睇	目弟
忘	亡心
茶	艹人木
冰	冫水
供	亻共
案	宀女木
田	田
初	衤刀
品	三（口）
抽	扌由
造	⻌牛口
抱	扌包
野	里予
綠	糸彑水
項	工頁
獎	爿䏑寸犬
胖	月半
緊	臣又糸
故	十口攵
服	月卩又
盡	𦘒灬皿
百	一白
兵	兵
英	艹冂大
蘇	艹魚禾
般	舟殳
演	氵寅
嘴	口止匕𠂊用
簽	⺮僉
填	土真
果	果
保	亻口木
唐	唐
雞	爪幺大隹
夏	𦣻夂
莫	莫
硬	石一日乂
寒	寒
挖	扌穴乙
凡	凡
髮	長彡犮
言	言
題	是頁
防	阝方
街	行圭
距	足巨
挑	扌兆
純	糸屯
鬧	鬥市
欲	八人口欠
竟	立日儿
源	氵厂白小
官	宀㠯
戲	虎豆戈
寄	宀大可
古	十口
首	首
思	田心
橋	木喬
燈	火癶豆
郭	亠口子阝
亮	亠口冖几
干	干
屬	尸水蜀
窮	穴身弓
粉	米八刀
爆	火日共水
韓	十日十韋
刪	冊刂
戴	𢦏異
然	䏑犬灬
衝	行重
疼	疒冬
雷	雨田
蓋	艹土厶皿
港	氵共巳
租	禾且
狼	犭丶艮
蘭	艹門柬
狂	犭王
布	𠂇巾
引	弓丨
壓	厂日月犬土
亞	亞
捏	扌日土
齊	齊
隻	隹又
賽	【寒】貝
員	口貝
佛	亻弗
食	食
船	舟㕣
今	今
恨	忄艮
宋	宀木
銀	金艮
猛	犭子皿
客	宀夂口
黨	【尚】黑
雖	口虫隹
碼	石馬
友	𠂇又
領	令頁
句	勹口
斯	其斤
沙	氵小丿
戰	單戈
哼	口亠口了
望	望
腿	月⻌艮
沖	氵中
丁	丁
園	圍土口𧘇
祝	示口儿
鄉	鄉
牀	爿木
鄭	丷酉大阝
界	界
抗	扌亠几
步	止𣥂
河	氵可
缺	缶夬
賊	貝戈𠂇
尚	尚
似	亻厶人
羊	羊
福	示一口田
必	必
遭	⻌一曲日
煙	火西土
否	不口
端	立山而
設	言殳
猜	犭青
伊	亻尹
秦	𡗗禾
秋	禾火
毒	龶母
架	力口木
熊	能灬
持	扌土寸
廣	广黄
插	扌千臼
歸	𠂤止彐冖巾
折	扌斤
滾	氵衣八口
靈	霝巫
意	立日心
呆	口木
基	其土
困	圍木
圈	圍半卩
迷	⻌米
趕	走日干
踢	足日勿
勝	月半力
史	口乂
甲	甲
呵	口可
搬	扌舟殳
獲	犭艹隹又
紙	糸氏
乃	乃
覺	臼乂乂冖見
右	𠂇口
塔	土艹亼口
準	氵隹十
拖	扌𠂉也
摸	扌莫
院	阝宀一兀
慘	忄三（厶）人彡
訂	言丁
散	散
松	木人厶
爸	八乂巴
喜	士口䒑口
洋	氵羊
語	言五口
呈	呈
治	氵厶口
降	阝夂㐄
峯	山夂丰
漢	氵𦰩
富	宀一口田
姓	女生
料	米斗
嘎	口𦣻戈
結	糸士口
閃	門人
咬	口亠八乂
梅	木每
批	扌匕匕
戶	戶
足	足
寧	宀心皿丁
爬	爪巴
醒	酉日生
狠	犭艮
逛	⻌犭王
精	米青
瘦	疒叟
瘋	疒風
踩	足爪木
槍	木倉
誒	言厶矢
軟	車欠
偷	亻俞
支	支
杜	木土
麗	一冂丶一冂丶鹿
鞋	革圭
展	展
咧	口一夕刂
興	臼同𠔀
依	亻衣
倍	亻立口
康	广隶
堂	【尚】土
救	求攵
觀	艹口口隹見
鍵	金廴聿
製	牛巾刂衣
餘	食余
冇	𠂇冂
筆	⺮聿
音	立日
世	世
著	艹者
仲	亻中
舞	𬻝舛
吖	口丷丨
守	宀寸
露	雨足夂口
冒	冒
昇	日升
唄	口貝
榮	火火冖木
弱	弱
影	日亠口小彡
州	⺍川
替	夫夫日
逼	⻌一口田
陸	阝坴
曲	曲
願	厂白小頁
牙	牙
箱	⺮木目
嚇	口赤赤
測	氵貝刂
莊	艹爿士
寬	宀艹見丶
遍	⻌戶冊
細	糸田
狀	爿犬
巴	巴
閒	門月
武	武
湖	氵十口月
聯	耳幺幺丩丩
程	禾呈
柳	木卯
偏	亻戶冊
實	宀毌貝
印	𠀉卩
味	口未
鎖	金小貝
衆	血乑
零	雨令
環	王睘
角	𠂊用
紫	止匕糸
勒	革力
島	鳥山
耶	耳阝
熟	亠口子丸灬
孔	子乚
寸	寸
標	木西示
歐	匚三（口）欠
厚	厂日子
答	⺮亼口
社	示土
懶	忄束𠂊貝
顧	戶隹頁
順	川頁
滅	氵戊一火
運	⻌冖車
輪	車亼冊
兼	兼
溫	氵圍人皿
娘	女丶艮
登	癶豆
悶	門心
微	彳𢼸
佳	亻圭
瞭	目一火日小
雅	牙隹
魔	麻鬼
司	司
拋	扌尢力
志	士心
奇	大可
編	糸戶冊
瓦	瓦
居	尸十口
憑	冫馬心
盛	戊㇆皿
奶	女乃
虎	虎
后	后
洞	氵同
台	厶口
形	开彡
佢	亻巨
負	𠂊貝
川	川
檔	木【尚】田
圓	圍口貝
牆	爿嗇
囧	圍八冂
充	𠫓儿
害	宀丰口
喂	口畏
免	免
景	日亠口小
擬	扌疑
穩	禾爪工彐心
曹	一曲日
曉	日堯
煮	者灬
良	丶艮
蛋	疋虫
吐	口土
肥	月巴
仙	亻山
宮	宀呂
碰	石並
酸	酉厶八夂
侯	侯
塞	【寒】土
嘍	口婁
脫	月八口儿
勁	巠力
欠	欠
創	倉刂
擦	扌宀䏑又示
爾	爾
藏	艹戈爿臣
皆	匕匕白
屁	尸匕匕
永	永
夫	夫
掙	扌爭
琴	王王今
錄	金彑水
餵	食畏
稅	禾八口儿
宏	宀𠂇厶
例	亻一夕刂
專	專
砍	石欠
視	示見
繼	糸匕四（幺）
兄	口儿
產	文厂生
善	羊䒑口
增	土曾
施	方𠂉也
淚	氵戶犬
暗	日立日
忍	刀丶心
肯	止月
母	母
聖	聖
橫	木黃
遊	⻌方𠂉子
艾	艹乂
致	致
宗	宀示
偉	亻韋
麻	麻
怒	女又心
扔	扌乃
爭	爭
游	氵方𠂉子
鄧	癶豆阝
腰	月西女
嫩	女束攵
肖	小月
淨	氵爭
罪	罒非
仔	亻子
彈	弓單
丑	丑
減	氵戊一口
敏	每攵
義	羊我
棒	木𡗗キ
臭	自犬
響	鄉立日
聞	門耳
拆	扌斥
蔡	艹䏑又示
計	言十
絲	糸糸
校	木亠八乂
氏	氏
糖	米唐
吉	士口
押	扌甲
馮	冫馬
吵	口小丿
谷	八人口
麥	麥
衣	衣
宇	宀于
雜	𠅃木隹
末	一木
潘	氵釆田
告	牛口
旁	旁
耐	而寸
董	艹重
榜	木旁
醉	酉卒
鍾	金重
妹	女未
鋼	金𦉰山
蔣	艹爿䏑寸
幣	巾𠁼攵巾
宜	宀且
尼	尸匕
灰	𠂇火
評	言平
維	糸隹
絕	糸刀巴
屋	尸至
幾	幺幺戈人
楚	木木疋
屆	尸土凵
館	食宀㠯
丹	丹
乘	禾北
認	言刀丶心
刻	亥刂
俊	亻厶八夂
芳	艹方
抄	扌小丿
夾	夾
酷	酉牛口
京	亠口小
嚴	口口厂敢
返	⻌反
礦	石广黄
廳	广耳𡈼𢛳
魯	魚日
瑞	王山而
仁	亻二
飄	西示風
註	言主
添	氵天㣺
催	亻山隹
具	具
威	戊一女
劇	虎豕刂
核	木亥
農	曲辰
瓶	并瓦
銅	金同
犯	犭卩
族	方𠂉矢
季	禾子
尋	彐工口寸
顯	日幺幺灬頁
骨	骨
嘿	口黑
鏈	金⻌車
擺	扌罒能
擠	扌齊
黎	禾丿刀人水
騎	馬大可
密	宀必山
士	士
術	行术
炸	火乍
祇	示氏
洪	氵共
訊	言乙十
腦	月巛囟
禮	示曲豆
容	穴人口
輝	光冖車
射	身寸
智	矢口日
索	十冖糸
聚	耳又乑
拼	扌并
燕	燕
撞	扌立里
膜	月莫
普	並日
竹	亇亇
魏	禾女鬼
澤	氵睪
乜	㇆乚
側	亻貝刂
諾	言艹𠂇口
呂	呂
范	艹氵卩
搭	扌艹亼口
鳳	【鳳】鳥
袁	土口𧘇
扯	扌止
鑽	金先先貝
彭	士口䒑彡
陰	阝今二厶
唸	口今心
薄	艹氵甫寸
涼	氵亠口小
曰	日
胃	田月
鹽	臣𠂉卜圍乂皿
賴	束𠂊貝
獨	犭蜀
窩	穴咼
堆	土隹
赴	走卜
載	𢦏車
躲	身几木
孟	子皿
抵	扌氐
甜	舌甘
舉	與キ
彩	爪木彡
甚	甚
厄	厂卩
粗	米且
傑	亻舛木
噸	口屯頁
慶	鹿㇕心夂
緣	糸彑豕
駐	馬主
申	申
衛	行韋
訓	言川
念	今心
蕭	艹肅
惹	艹𠂇口心
帳	巾長
勸	艹口口隹力
讚	言先先貝
盒	亼口皿
逃	⻌兆
嘉	士口䒑力口
納	糸内
升	升
倉	倉
姚	女兆
休	亻木
症	疒正
斤	斤
功	工力
喇	口束刂
釦	金口
浪	氵丶艮
扣	扌口
泰	𡗗水
忠	中心
梁	氵刀八木
吸	口及
貝	貝
跨	足大亏
盧	虎田皿
森	三（木）
瞎	目宀丰口
卷	半卩
于	于
井	井
針	金十
蛇	虫宀匕
寺	土寸
購	貝甘冂土
導	⻌首寸
飲	食欠
噴	口十艹貝
虛	虛
屏	尸并
優	亻一白冖心夂
灌	氵艹口口隹
埋	土里
略	田夂口
掃	扌彐冖巾
吶	口内
目	目
蒙	艹冖一豕
託	言丿七
托	扌丿七
巧	工丂
淡	氵火火
賤	貝戈戈
拜	手一丰
冬	冬
娜	女刀二阝
懷	忄褱
池	氵也
敲	高卜又
凱	山豆几
鐘	金立里
愁	禾火心
鋪	金甫
薩	艹阝立丿生
揚	扌昜
勇	龴用力
財	貝才
鍊	金柬
終	糸冬
質	斤斤貝
泥	氵尸匕
昏	氏日
遇	⻌禺
喬	喬
欄	木門柬
鍋	金咼
巨	巨
儀	亻羊我
遲	⻌尸水牛
怎	乍心
磨	麻石
呼	口乎
賭	貝者
液	氵夜
泉	白水
嫁	女宀豕
捲	扌半卩
汪	氵王
稍	禾小月
薛	艹𠂤辛
賈	西貝
豆	豆
頓	屯頁
旺	日王
儂	亻曲辰
攻	工攵
祥	示羊
委	禾女
佐	亻左
臨	臣𠂉三（口）
隔	阝鬲
繞	糸堯
輛	車兩
崔	山隹
溝	氵甘冂土
碗	石宀夕卩
賠	貝立口
吻	口勿
健	亻廴聿
速	⻌束
失	失
雄	𠂇厶隹
胸	月勹乂凵
框	木匚王
鬥	鬥
暴	日共水
湊	氵𡗗天
陣	阝車
識	言戠
娃	女圭
唯	口隹
漏	氵尸雨
拔	扌犮
洛	氵夂口
探	扌㓁木
碟	石世木
郎	丶艮阝
珠	王朱
劑	齊刂
尿	尸水
透	⻌禾乃
惠	惠
譚	言西日十
營	火火冖吕
府	广亻寸
菲	艹非
叼	口㇆一
父	八乂
耳	耳
殘	一夕戈戈
窗	穴囱
搜	扌叟
希	乂𠂇巾
患	中中心
尾	尸毛
播	扌釆田
岩	山石
逗	⻌豆
廢	广癶弓殳
賢	臣又貝
限	阝艮
帝	帝
昌	日日
模	木莫
磚	石專
扁	戶冊
舒	亼十口予
嫌	女兼
陶	阝勹缶
苗	艹田
剪	䒑月刂刀
羽	习习
哩	口里
稿	禾高
棟	木東
邦	丰阝
撿	扌僉
玲	王令
驚	艹勹口攵馬
坑	土亠几
備	亻𤰇
撥	扌癶弓殳
袋	亻弋衣
趁	走人彡
妖	女夭
甩	月乚
錦	金白巾
溼	氵一幺幺土
琳	王木木
乙	乙
伴	亻半
淺	氵戈戈
尊	丷酉寸
顏	文厂彡頁
匯	匚氵隹
熬	敖灬
吊	口巾
霜	雨木目
沿	氵㕣
伯	亻白
盜	氵欠皿
浩	氵牛口
剩	禾北刂
域	土戈口一
祖	示且
肺	月巿
附	阝亻寸
制	牛巾刂
玄	亠幺
置	罒直
豪	亠口冖豕
恆	忄亙
助	且力
濤	氵士㇕工一口寸
幽	幺幺山
欣	斤欠
豐	丰丰山豆
辣	辛束
煤	火甘木
戀	䜌心
圍	圍韋
瓜	瓜
諸	言者
俾	亻卑
慧	丰丰彐心
墨	黑土
鮮	魚羊
鏡	金立日儿
娶	耳又女
蝦	虫叚
犬	犬
鵬	月月鳥
誠	言戊㇆
賀	力口貝
險	阝僉
飾	食𠂉巾
撐	扌【尚】牙
炎	火火
震	雨辰
鋒	金夂丰
遂	⻌丷豕
斌	文武
軒	車干
控	扌穴工
殼	士冖一几殳
擋	扌【尚】田
覆	西彳𠂉日夂
趟	走尚
禁	木木示
烤	火考
盃	不皿
童	立里
蟲	三（虫）
徵	彳𢽠
靚	青見
杯	木不
暨	艮旡日一
晴	日青
魂	二厶鬼
益	益
庭	广廷
肝	月干
濃	氵曲辰
坊	土方
晨	日辰
紀	糸己
振	扌辰
塵	鹿土
割	宀丰口刂
敗	貝攵
消	氵小月
兆	兆
楓	木風
隆	阝夂一生
撤	扌𠫓月攵
粥	弓米弓
馨	士尸殳禾日
誤	言吴
滑	氵骨
噠	口⻌土羊
曼	曼
暖	日爪一𠂇又
滬	氵戶口巴
己	己
止	止
柱	木主
塗	氵余土
妻	妻
灣	氵䜌弓
盾	盾
奔	奔
潤	氵門王
政	正攵
爹	八乂夕夕
尹	尹
廖	广习习人彡
刺	木冂刂
冠	冖一兀寸
躺	身尚
舍	亼十口
鑫	三（金）
蓮	艹⻌車
售	隹口
獸	口口田一口犬
婚	女氏日
攝	扌三（耳）
醫	匚矢殳酉
閣	門夂口
妞	女丑
邱	丘阝
兔	兔
敬	艹勹口攵
潮	氵十日十月
昂	日卬
飽	食包
咳	口亥
邪	牙阝
促	亻足
鼠	鼠
葛	艹曷
串	中中
桑	三（又）木
續	糸賣
苑	艹夕卩
迎	⻌卬
弓	弓
碎	石卒
余	余
承	㇕水三
迪	⻌由
膠	月习习人彡
烏	烏
牠	牛也
臣	臣
勤	堇力
摔	扌亠幺𠁼十
撈	扌火火冖扌力
蒸	艹㇕水一灬
凌	冫夌
辛	辛
旗	方𠂉其
妙	女小丿
始	女厶口
符	⺮亻寸
倫	亻亼冊
鋁	金吕
亭	亠口冖丁
吼	口子乚
云	二厶
研	石开
咪	口米
俗	亻八人口
爺	八乂耳阝
啓	戶攵口
霧	雨矛夂力
珍	王人彡
卓	卓
韋	韋
歡	艹口口隹欠
嗨	口氵每
積	禾龶貝
擡	扌士口冖至
捧	扌𡗗キ
鳴	口鳥
舔	舌天㣺
贊	先先貝
喃	口十冂半
簡	⺮門日
豔	丰丰山豆土厶皿
愈	俞心
溪	氵爪幺大
罰	罒言刂
歪	不正
晃	日光
斜	余斗
預	予頁
鄒	芻阝
崗	山𦉰山
尤	尤
洲	氵⺍川
乎	乎
湘	氵木目
罷	罒能
軸	車由
妳	女尔
翔	羊习习
異	異
隱	阝爪工彐心
枝	木支
逸	⻌兔
哄	口共
餐	卜夕又食
顆	果頁
鴨	甲鳥
染	氵九木
餅	食并
粘	米卜口
藝	艹坴丸二厶
炮	火包
桌	卜日木
芬	艹八刀
鴻	氵工鳥
攜	扌山隹冏
腎	臣又月
撲	扌菐
萍	艹氵平
晶	三（日）
勾	勹厶
戒	戈廾
桂	木圭
朗	丶艮月
堵	土者
矣	厶矢
捐	扌口月
彎	䜌弓
薑	艹三田田
荷	艹亻可
畝	亠田𠂊丶
棉	木白巾
私	禾厶
擊	車凵殳手
姜	羊女
貸	亻弋貝
嗲	口八乂夕夕
傾	亻匕頁
鼓	士口䒑支
霞	雨叚
瞧	目隹灬
皇	白王
企	人止
互	一彑
沉	氵冖几
箭	⺮䒑月刂
柏	木白
騰	月半馬
焦	隹灬
憋	巾𠁼攵心
潔	氵丰刀糸
盟	日月皿
延	廴丿止
柔	矛木
資	次貝
粒	米立
嶺	山令頁
盆	八刀皿
檢	木僉
護	言艹隹又
眉	尸目
傘	人四（人）十
碧	王白石
籍	⺮耒昔
燙	氵昜火
瑪	王馬
刮	舌刂
勿	勿
坤	土申
汁	氵十
冊	冊
銘	金夕口
浴	氵八人口
翼	习习異
哲	扌斤口
涵	氵函
鈣	金下乚
菌	艹圍禾
敵	啇攵
桶	木龴用
抹	扌一木
判	半刂
寵	宀龍
紋	糸文
弟	弟
傅	亻甫寸
衰	衣口一
譯	言睪
柯	木可
叔	上小又
肩	戶月
殿	尸共殳
番	釆田
驢	馬虎田皿
怡	忄厶口
旭	九日
訪	言方
勢	坴丸力
蒐	艹鬼
航	舟亠几
妮	女尸匕
萊	艹來
坡	土皮
兇	乂凵儿
旅	方𠂉𠂢
鷹	广亻隹鳥
赤	赤
技	扌支
韻	立日口貝
摘	扌啇
翠	习习卒
邁	⻌萬
孝	孝
移	禾夕夕
搖	扌䏑缶
畢	畢
予	予
岳	丘山
屎	尸米
融	鬲虫
棋	木其
勞	火火冖力
採	扌爪木
鈕	金丑
扶	扌夫
介	介
渡	氵广廿又
芯	艹心
奪	大隹寸
采	爪木
乳	爪子乚
拳	半手
浜	氵兵
齣	齒勹口
錫	金日勿
薇	艹彳𢼸
淫	氵爪壬
拽	扌曳
職	耳戠
宅	宀丿七
掌	【尚】手
培	土立口
莉	艹禾刂
損	扌口貝
櫃	木匚中一貝
盼	目八刀
握	扌尸至
謀	言甘木
廟	广十日十月
截	𢦏隹
酶	酉每
孤	子瓜
壯	爿士
邵	召阝
墊	土半丸土
規	夫見
頗	皮頁
什	亻十
宣	宀二日
妍	女开
尖	小大
討	言寸
醋	酉昔
朵	几木
膽	月𠂊厂八言
穆	禾白小彡
姬	女臣
龜	龜
啃	口止月
漸	氵車斤
耗	耒毛
息	自心
伍	亻五
塘	土唐
壽	士㇕工一口寸
逢	⻌夂丰
闖	門馬
晉	晉
桃	木兆
壁	尸口辛土
霍	雨隹
爐	火虎田皿
漆	氵木人水
暫	車斤日
虹	虫工
丸	丸
券	半刀
獃	山豆犬
辭	𤔔辛
縫	糸⻌夂丰
俱	亻具
菊	艹勹米
奴	女又
岸	山厂干
凝	冫疑
膩	月弋二貝
芝	艹之
兮	八丂
脈	月𠂆𠂢
嚐	口【尚】匕日
烈	一夕刂灬
矮	矢禾女
貪	今貝
婆	氵皮女
俞	俞
蝶	虫世木
誇	言大亏
枕	木冖儿
毀	臼土殳
避	⻌尸口辛
郝	赤阝
帕	巾白
綁	糸丰阝
悅	忄八口儿
浮	氵爪子
盈	乃又皿
枚	木攵
材	木才
賞	【尚】貝
扎	扌乚
翁	公习习
幻	幺㇆
衫	衤彡
杆	木干
固	圍十口
耀	光习习隹
槽	木一曲日
穴	穴
獻	虎鬲犬
幅	巾一口田
審	宀釆田
