的	白勹丶
瓦	一乚㇆丶
居	尸十口
盛	戊㇆皿
奶	女㇆丿
后	斤一口
洞	氵冂一口
形	一艹彡
充	亠厶儿
害	宀丰口
喂	口田展
免	⺈口儿
景	日亠口小
曹	艹日日
蛋	㇕止虫
碰	石䒑业
酸	酉厶八夂
侯	亻㇕矢
塞	宀甘八土
擦	扌宀夗示
藏	艹戈爿臣
皆	匕匕白
屁	尸匕匕
琴	王王人丶㇕
宏	宀大厶
例	亻一夕刂
善	羊䒑口
增	土丷四日
施	方矢也
暗	日立日
忍	刀丶心
麻	广木木
怒	女又心
扔	扌㇆丿
游	氵方矢子
腰	月西女
嫩	女木口攵
敏	矢母攵
棒	木春工
臭	自大丶
拆	扌斤丶
蔡	艹夗示
校	木亠八乂
糖	米广彐口
吵	口小丿
谷	八人口
宇	宀一寸
潘	氵釆田
旁	亠丷冖方
董	艹千日二
榜	木亠丷冖方
醉	酉亠人人十
妹	女二小
楚	木木㇕止
乘	丿木丬匕
刻	亠乡人刂
俊	亻厶八夂
抄	扌小丿
酷	酉牛口
京	亠口小
返	之斤又
瑞	王山而
添	氵一大忄
催	亻山隹
威	戊一女
核	木亠乡人
瓶	䒑艹一乚㇆丶
族	方矢矢
嘿	口四二灬
黎	禾勹丿人水
密	宀心丿山
炸	火矢卜
洪	氵廿八
容	穴人口
智	矢口日
索	十冖絲
聚	耳又豕
拼	扌䒑艹
燕	廿口丬匕灬
撞	扌立甲二
膜	月艹日大
普	䒑业日
魏	禾女鬼
范	艹氵巳
搭	扌艹人一口
袁	土口𧘇
彭	士口䒑彡
薄	艹氵甫寸
躲	身几木
抵	扌氏丶
彩	爪木彡
念	人丶㇕心
惹	艹大口心
盒	人一口皿
逃	之氵儿
嘉	士口䒑力口
姚	女氵儿
症	疒一止
喇	口木口刂
浪	氵丶艮
梁	氵刀八木
吸	口㇆人
跨	足大一了
森	木木木
瞎	目宀丰口
蛇	虫宀匕
屏	尸䒑艹
灌	氵艹口口隹
埋	土甲二
略	田夂口
蒙	艹冖一豕
托	扌丿七
淡	氵火火
拜	手一丰
娜	女刀二阝
敲	亠口冂口卜又
愁	禾火心
勇	又用力
泥	氵尸匕
遇	之日冂厶
怎	矢卜心
磨	广木木石
呼	口丿丷寸
液	氵亠亻夂
嫁	女宀豕
稍	禾小月
薛	艹丿㠯辛
豆	一口䒑
佐	亻大工
隔	阝一口冂丷丁
碗	石宀夗
吻	口勹彡
健	亻廴彐二
速	之木口
雄	大厶隹
胸	月勹乂凵
框	木匚王
暴	日廿八水
娃	女土土
漏	氵尸雨
拔	扌大又丶
洛	氵夂口
探	扌冖八木
碟	石廿乚木
郎	丶艮阝
珠	王牛小
透	之禾㇆丿
府	广亻寸
叼	口㇆一
窗	穴鬼夂
搜	扌臼丨又
希	乂大巾
患	口中心
播	扌釆田
逗	之一口䒑
帝	亠丷冖巾
模	木艹日大
扁	户冂艹
舒	人舌又㇕丨
嫌	女䒑彐刂八
陶	阝勹牛山
剪	䒑月刂刀
哩	口甲二
稿	禾亠口冂口
玲	王人之
坑	土亠几
袋	亻弋亠𧘇
趁	走人彡
妖	女丿大
琳	王木木
尊	丷酉寸
熬	丰力攵灬
霜	雨木目
沿	氵几口
浩	氵牛口
剩	禾丬匕刂
域	土戈口一
肺	月一巾
附	阝亻寸
制	牛巾刂
置	四十且
豪	亠口冖豕
幽	幺幺山
辣	辛木口
煤	火甘木
慧	丰丰彐心
墨	四二灬土
娶	耳又女
遂	之丷豕
斌	文一弋止
控	扌穴工
覆	西行矢日夂
趟	走小冂口
禁	木木示
烤	火者了
童	立甲二
晴	日丰月
魂	二厶鬼
益	䒑八皿
庭	广廴丿士
肝	月一十
割	宀丰口刂
消	氵小月
隆	阝夂一生
撤	扌亠厶月攵
粥	弓米弓
馨	士尸殳禾日
曼	日四又
暖	日爪一大又
柱	木丶王
妻	一彐女
盾	斤十目
奔	大十艹
政	一止攵
爹	八乂夕夕
刺	木冂刂
冠	冖二儿寸
躺	身小冂口
婚	女氏日
兔	⺈口儿丶
敬	艹勹口攵
潮	氵十日十月
昂	日氏冂
咳	口亠乡人
葛	艹日勹人乚
桑	又又又木
迎	之氏冂
碎	石亠人人十
承	㇕水三
勤	廿口丰力
摔	扌亠幺氵十
蒸	艹㇕水一灬
凌	冫土八夂
旗	方矢其
妙	女小丿
始	女厶口
符	⺮亻寸
亭	亠口冖丁
吼	口子乚
研	石一艹
俗	亻八人口
珍	王人彡
卓	卜日十
捧	扌春工
舔	舌一大忄
愈	人一月刂心
溪	氵爪幺大
歪	不一止
晃	日小尤
斜	人禾冫十
洲	氵⺍川
乎	丿丷寸
湘	氵木目
翔	羊习习
枝	木十又
逸	之⺈口儿丶
哄	口廿八
餐	卜夕又食
染	氵九木
粘	米卜口
炮	火勹巳
桌	卜日木
芬	艹八刀
萍	艹氵一䒑
晶	日日日
桂	木土土
朗	丶艮月
捐	扌口月
荷	艹亻丁口
棉	木白巾
鼓	士口䒑十又
霞	雨㇕卜㇕又
瞧	目隹灬
沉	氵冖几
箭	⺮䒑月刂
憋	水冂攵心
盟	日月皿
延	廴丿止
柔	又㇕亻木
盆	八刀皿
碧	王白石
籍	⺮三小廿日
浴	氵八人口
翼	习习田廿八
哲	扌斤口
涵	氵㇕水凵
菌	艹因禾
桶	木又用
抹	扌一木
弟	丷弓亻
傅	亻甫寸
衰	亠日𧘇
叔	上小又
殿	尸廿八殳
怡	忄厶口
航	舟亠几
妮	女尸匕
旅	方矢氏
赤	土川八
技	扌十又
摘	扌亠丷冂十口
翠	习习亠人人十
移	禾夕夕
予	又㇕丨
融	一口冂丷丁虫
渡	氵广廿又
乳	爪子乚
薇	艹行山一几攵
淫	氵爪丿士
拽	扌日弋
宅	宀丿七
掌	小冖口手
培	土立口
莉	艹禾刂
盼	目八刀
握	扌尸至
截	土隹戈
宣	宀二日
醋	酉廿日
穆	禾白小彡
啃	口止月
耗	三小毛
伍	亻工㇕
塘	土广彐口
逢	之夂丰
桃	木氵儿
壁	尸口辛土
漆	氵木人水
俱	亻且八
菊	艹勹米
岸	山厂一十
凝	冫匕矢又㇕止
烈	一夕刂灬
矮	矢禾女
婆	氵皮女
蝶	虫廿乚木
枕	木冖儿
避	之尸口辛
浮	氵爪子
盈	㇆丿又皿
材	木寸丿
翁	八厶习习
杆	木一十
固	因十口
耀	小尤习习隹
槽	木艹日日
幅	巾一口田
殷	斤彐㇆殳
萌	艹日月
斑	王文王
澡	氵口口口木
屈	尸凵山
娟	女口月
恐	工凡心
柴	止匕木
逆	之䒑凵
渣	氵木日一
熙	臣巳灬
抖	扌冫十
忽	勹彡心
津	氵彐二
胎	月厶口
摩	广木木手
漫	氵日四又
溜	氵氏刀田
扇	户习习
堡	亻口木土
淘	氵勹牛山
墓	艹日大土
彬	木木彡
蹭	足丷四日
卿	氏丿艮冂
函	㇕水凵
映	日冂大
鼻	自田一川
育	亠厶月
澳	氵自米大
候	亻丨㇕矢
邀	之白方攵
佩	亻几一巾
策	⺮木冂
藤	艹月半水
磊	石石石
雁	厂亻隹
窄	穴矢卜
昨	日矢卜
癌	疒口口口山
效	亠八乂攵
拷	扌者了
猴	犭亻㇕矢
掏	扌勹牛山
撮	扌日耳又
揉	扌又㇕亻木
蜜	宀心丿虫
漂	氵西示
序	广又㇕丨
巷	廿八巳
梨	禾刂木
蒂	艹亠丷冖巾
腹	月矢日夂
蟹	⺈用刀牛虫
陷	阝⺈臼
疑	匕矢又㇕止
鼎	目爿片
慌	忄艹亡川
瘤	疒氏刀田
踏	足水日
捷	扌一彐止
罐	牛山艹口口隹
伏	亻大丶
默	四二灬大丶
赫	土川八土川八
孩	子亠乡人
咖	口力口
悟	忄工㇕口
帽	巾日目
旋	方矢㇕止
壹	士冖一口䒑
霸	雨革月
席	广廿巾
典	冂廿八
儒	亻雨而
裸	衤日木
御	行牛止冂
腔	月穴工
突	穴大丶
刑	一艹刂
蕾	艹雨田
囊	一中冖口口甘𧘇
境	土立日儿
拒	扌匚㇕
毅	立豕殳
煎	䒑月刂灬
弦	弓亠幺
渝	氵人一月刂
罩	四卜日十
蓉	艹穴人口
卵	氏丿丶冂丶
逾	之人一月刂
垂	千艹二
惜	忄廿日
警	艹勹口攵言
揭	扌日勹人乚
昭	日刀口
宿	宀亻一白
裂	一夕刂亠𧘇
僧	亻丷四日
裙	衤尹口
淋	氵木木
揍	扌春一大
劫	土厶力
扮	扌八刀
喻	口人一月刂
律	行彐二
株	木牛小
砂	石小丿
埃	土厶矢
坪	土一䒑
吞	一大口
沾	氵卜口
兜	白氏㇕儿
寨	宀甘八木
掐	扌⺈臼
稀	禾乂大巾
恰	忄人一口
棍	木日匕匕
淑	氵上小又
慕	艹日大忄
歇	日勹人乚欠
疏	㇕止亠厶川
膏	亠口冖口月
陵	阝土八夂
碳	石山大火
廷	廴丿士
糊	米十口月
拾	扌人一口
媚	女尸目
吟	口人丶㇕
筒	⺮冂一口
繁	矢母攵絲
坦	土日一
穗	禾車心
蹲	足丷酉寸
幕	艹日大巾
搓	扌羊工
遮	之广廿灬
庚	广彐人
哉	土口戈
涉	氵止小
臂	尸口辛月
敷	甫方攵
丙	一冂人
趣	走耳又
渠	氵匚㇕木
杭	木亠几
崇	山宀示
裕	衤八人口
挪	扌刀二阝
荒	艹亡川
筋	⺮月力
孕	㇆丿子
撕	扌其斤
戳	习习隹戈
享	亠口子
棚	木月月
傲	亻丰力攵
蹦	足山月月
焊	火日一十
脂	月匕日
艘	舟臼丨又
靖	立丰月
奏	春一大
咒	口口几
姿	冫欠女
炫	火亠幺
缸	牛山工
栽	土木戈
硅	石土土
述	之木丶
泛	氵丿之
佑	亻大口
卦	土土卜
咽	口因大
糟	米艹日日
激	氵白方攵
珊	王冂冂一
潭	氵西日十
蠢	春虫虫
植	木十且
倚	亻大丁口
姨	女大弓
幢	巾立甲二
焉	一止一乚灬
桐	木冂一口
痰	疒火火
捂	扌工㇕口
蒲	艹氵甫
碑	石鬼十
嚼	口爪四艮寸
燃	火夕大丶灬
杖	木一乂
磷	石米夕㐄
脆	月⺈厂巳
姑	女十口
衡	行⺈田大
措	扌廿日
眠	目巳七
途	之人禾
鄂	口口一了阝
捅	扌又用
磁	石䒑幺幺
沃	氵丿大
哀	亠口𧘇
浸	氵彐冖又
柄	木一冂人
跪	足⺈厂巳
瓷	冫欠一乚㇆丶
凸	丨一丨㇆一
磅	石亠丷冖方
宴	宀日女
堪	土其乚
仗	亻一乂
崩	山月月
聘	耳由了
刊	一十刂
裁	土亠𧘇戈
郁	大月阝
逝	之扌斤
塌	土日习习
崖	山厂土土
廉	广䒑彐刂八
婉	女宀夗
攀	木乂乂木大手
喘	口山而
氮	气火火
鞍	革宀女
巫	工人人
瑟	王王心丿
揪	扌禾火
棵	木日木
拐	扌口力
削	小月刂
悠	亻丨攵心
凹	冂一冂一
葬	艹一夕匕艹
瞪	目癶一口䒑
授	扌爪冖又
卸	牛止冂
慈	䒑幺幺心
瞄	目艹田
鞭	革亻一日乂
危	⺈厂巳
喉	口亻㇕矢
溶	氵穴人口
拎	扌人之
察	宀夗示
昆	日匕匕
禹	丿口冂厶
娥	女手戈
醇	酉亠口子
橙	木癶一口䒑
辨	辛刂辛
暮	艹日大日
薪	艹立木斤
巢	巛日木
脾	月鬼十
愚	日冂厶心
蜀	四勹虫
裹	亠日木𧘇
藕	艹三小日冂厶
劈	尸口辛刀
堤	土日一止
拱	扌廿八
夸	大一了
傍	亻亠丷冖方
燥	火口口口木
豹	豸勹丶
澄	氵癶一口䒑
冥	冖日亠八
媒	女甘木
垮	土大一了
枯	木十口
塑	䒑凵月土
茅	艹又㇕亻
搏	扌甫寸
豫	又㇕丨⺈口豕
蒜	艹示示
雀	小丿隹
腐	广亻寸冂人人
皓	白牛口
冤	冖⺈口儿丶
据	扌尸十口
浙	氵扌斤
栓	木人王
梳	木亠厶川
冀	丬匕田廿八
彤	冂亠彡
誓	扌斤言
蜂	虫夂丰
迅	之乙十
仰	亻氏冂
煞	⺈彐攵灬
羞	羊㇕十
注	氵丶王
嫂	女臼丨又
瞳	目立甲二
拂	扌弓川
挨	扌厶矢
泄	氵廿乚
慎	忄十且八
恭	廿八忄
弊	水冂攵艹
涂	氵人禾
氯	气彐水
耕	三小二川
稻	禾爪臼
蕊	艹心心心
氨	气宀女
愣	忄四方
悔	忄矢母
敦	亠口子攵
葵	艹癶一大
磕	石土厶皿
渴	氵日勹人乚
曝	日日廿八水
撇	扌用水冂攵
梗	木一日乂
蔚	艹尸示寸
翅	十又习习
估	亻十口
瓣	辛瓜辛
惑	戈口一心
墩	土亠口子攵
徽	行山一絲攵
蓄	艹亠幺田
溢	氵䒑八皿
寇	宀二儿卜又
蓬	艹之夂丰
硫	石亠厶川
俏	亻小月
貌	豸白儿
茄	艹力口
炭	山大火
挂	扌土土
掀	扌斤欠
翰	十日十人习习
掩	扌大日乚
蹬	足癶一口䒑
泳	氵丶水
椅	木大丁口
侍	亻土寸
抑	扌氏冂
毫	亠口冖毛
侵	亻彐冖又
概	木艮七儿
援	扌爪一大又
晾	日亠口小
逮	之彐氵
卒	亠人人十
捆	扌因木
菱	艹土八夂
梯	木丷弓亻
腕	月宀夗
挫	扌人人土
膝	月木人水
嗦	口十冖絲
眨	目丿之
循	行斤十目
臀	尸廿八殳月
矛	又㇕亻
努	女又力
黔	四二灬人丶㇕
魅	鬼二小
掘	扌尸凵山
雌	止匕隹
旱	日一十
掰	手八刀手
蛙	虫土土
雕	冂土口隹
隋	阝大工月
禽	人亠乂凵冂厶
腺	月白水
党	小冖口儿
玖	王⺈丶
肆	長彐二
掂	扌广卜口
冶	冫厶口
遣	之中一㠯
皖	白宀二儿
糕	米羊灬
茵	艹因大
簿	⺮氵甫寸
咸	戊一口
碘	石冂廿八
瞅	目禾火
廊	广丶艮阝
焰	火⺈臼
淳	氵亠口子
屑	尸小月
嵌	山甘欠
袍	衤勹巳
僵	亻三田田
沫	氵一木
寂	宀上小又
秤	禾丁䒑
藻	艹氵口口口木
螺	虫田絲
恤	忄丿皿
污	氵一了
涯	氵厂土土
滋	氵䒑幺幺
嗜	口者匕日
捻	扌人丶㇕心
勃	十冖子力
矩	矢匚㇕
沽	氵十口
淤	氵方人冫
描	扌艹田
契	丰刀大
祠	礻㇆一口
峻	山厶八夂
稠	禾冂土口
爵	爪四艮寸
刨	勹巳刂
群	尹口羊
烙	火夂口
强	弓口虫
痘	疒一口䒑
髓	骨之大工月
募	艹日大力
苟	艹勹口
魁	鬼冫十
棕	木宀示
倦	亻半巳
疆	弓土三田田
蔓	艹日四又
靴	革亻匕
烟	火因大
殊	一夕牛小
艇	舟廴丿士
熔	火穴人口
寡	宀石且八刀
瞬	目爪冖夕㐄
榕	木穴人口
庸	广彐月
棠	小冖口木
埠	土丿㠯十
茬	艹大丨土
嗅	口自大丶
滇	氵十且八
寅	宀一由八
蛾	虫手戈
慰	尸示寸心
履	尸行矢日夂
涮	氵尸巾刂
督	上小又目
劣	小丿力
斧	八乂斤
淌	氵小冂口
簇	⺮方矢矢
沛	氵一巾
掠	扌亠口小
崎	山大丁口
菇	艹女十口
砌	石七刀
淹	氵大日乚
洽	氵人一口
澈	氵亠厶月攵
椰	木耳阝
梢	木小月
障	阝立日十
霄	雨小月
揣	扌山而
唆	口厶八夂
拴	扌人王
吏	大口丶
堰	土匚日女
棺	木宀㠯
腥	月日生
胞	月勹巳
剖	立口刂
羹	羊灬羊大
剃	丷弓亻刂
寓	宀日冂厶
撩	扌大丷日小
扳	扌斤又
桔	木士口
陌	阝一白
撰	扌巳巳廿八
蛤	虫人一口
擒	扌人亠乂凵冂厶
哨	口小月
椒	木上小又
煌	火白王
昧	日二小
柒	氵七木
辜	十口辛
筐	⺮匚王
膊	月甫寸
遵	之丷酉寸
拙	扌凵山
竿	⺮一十
衷	亠中𧘇
脊	氵人月
憨	㇕耳攵心
捶	扌千艹二
苔	艹厶口
奸	女一十
舅	臼田力
恕	女口心
啼	口亠丷冖巾
褪	衤之艮
鞠	革勹米
彰	立日十彡
酬	酉⺍川
橘	木又㇕亻冂八口
啪	口扌白
睛	目丰月
哆	口夕夕
窟	穴尸凵山
垢	土斤一口
愿	厂白小心
腮	月田心
沸	氵弓川
妓	女十又
猿	犭土口𧘇
漠	氵艹日大
撬	扌毛毛毛
巍	山禾女鬼
漾	氵羊丶水
擎	艹勹口攵手
俐	亻禾刂
胚	月不一
楷	木匕匕白
迭	之牛人
蹄	足亠丷冖巾
褐	衤日勹人乚
梭	木厶八夂
畜	亠幺田
宵	宀小月
榆	木人一月刂
嚷	口亠口口甘𧘇
絮	女口絲
罕	冖八一十
俯	亻广亻寸
瀑	氵日廿八水
肇	户攵彐二
暇	日㇕卜㇕又
睬	目爪木
郊	亠八乂阝
璧	尸口辛王丶
捎	扌小月
嘀	口亠丷冂十口
犁	禾刂牛
怔	忄一止
焚	木木火
灼	火勹丶
孽	艹丿㠯辛子
匙	日一止匕
嚎	口亠口冖豕
摧	扌山隹
械	木戈艹
卯	氏丿冂
喧	口宀二日
瓢	西示瓜
裳	小冖口亠𧘇
竭	立日勹人乚
擅	扌亠因口日一
烹	亠口了灬
檐	木⺈厂八言
檀	木亠因口日一
坯	土不一
葡	艹勹甫
拘	扌勹口
躁	足口口口木
凳	癶一口䒑几
隙	阝小日小
伶	亻人之
拭	扌弋工
墅	甲二又㇕丨土
碾	石尸艹展
榨	木穴矢卜
黯	四二灬立日
苞	艹勹巳
戚	戊上小
倘	亻小冂口
怯	忄土厶
礁	石隹灬
瞻	目⺈厂八言
脖	月十冖子
襟	衤木木示
尉	尸示寸
亥	亠乡人
肢	月十又
悄	忄小月
厘	厂甲二
憎	忄丷四日
糙	米之牛口
盔	大火皿
睦	目土八土
炕	火亠几
荔	艹力力力
尬	尤人川
悼	忄卜日十
憾	忄戊一口心
褒	亠亻口木𧘇
烘	火廿八
嘻	口士口䒑口
熄	火自心
薯	艹四者
蕉	艹隹灬
拗	扌幺力
毯	毛火火
莽	艹大丶艹
勉	⺈口儿力
涌	氵又用
歉	䒑彐刂八欠
樟	木立日十
豁	宀丰口八人口
窖	穴牛口
脉	月丶水
扭	扌㇕十
胰	月大弓
隅	阝日冂厶
岔	八刀山
秘	禾心丿
撼	扌戊一口心
瘟	疒日皿
歧	止十又
确	石⺈用
价	亻人川
悍	忄日一十
啤	口鬼十
叛	半斤又
捌	扌口力刂
勘	其乚力
倡	亻日日
蔽	艹水冂攵
糯	米雨而
茫	艹氵亡
凰	几白王
溺	氵弓冫弓冫
硝	石小月
囤	因七凵
吭	口亠几
靡	广木木非
跺	足几木
扼	扌厂巳
吱	口十又
瘸	疒力口冂人人
棘	木冂木冂
恍	忄小尤
糠	米广彐氵
渺	氵目小丿
琅	王丶艮
苛	艹丁口
橡	木⺈口豕
倔	亻尸凵山
耙	三小巴
跋	足大又丶
踱	足广廿又
恢	忄大火
舵	舟宀匕
璃	王亠乂凵冂厶
懈	忄⺈用刀牛
漱	氵木口欠
庶	广廿灬
挎	扌大一了
茉	艹一木
匾	匚户冂艹
筑	⺮工凡
痹	疒田一川
恃	忄土寸
搔	扌又丶虫
梧	木工㇕口
屹	山矢乙
灸	⺈丶火
蹈	足爪臼
秧	禾冂大
狸	犭甲二
沼	氵刀口
炬	火匚㇕
逞	之口王
簧	⺮廿由八
窘	穴尹口
赦	土川八攵
溯	氵䒑凵月
斟	其乚冫十
匿	匚艹大口
剔	日勹彡刂
癸	癶一大
嘲	口十日十月
噩	王口口口口
筷	⺮忄㇕大
滔	氵爪臼
丐	一卜乚
疹	疒人彡
涕	氵丷弓亻
摹	艹日大手
羚	羊人之
渤	氵十冖子力
墟	土虎业
柿	木亠巾
噪	口口口口木
膨	月士口䒑彡
琉	王亠厶川
抒	扌又㇕丨
酌	酉勹丶
殖	一夕十且
眶	目匚王
稼	禾宀豕
粹	米亠人人十
褂	衤土土卜
廓	广亠口子阝
犀	尸水牛
垛	土几木
擂	扌雨田
檬	木艹冖一豕
咕	口十口
嘶	口其斤
吮	口厶儿
芋	艹一寸
萎	艹禾女
嗡	口八厶习习
吠	口大丶
篷	⺮之夂丰
聆	耳人之
碌	石彐水
怠	厶口心
砰	石丁䒑
曙	日四者
稽	禾尤匕日
偎	亻田展
敞	小冂口攵
徙	行止止
兢	十口儿十口儿
峨	山手戈
姊	女丿乚亻
愉	忄人一月刂
衙	行工㇕口
鄙	口十因口阝
澎	氵士口䒑彡
煽	火户习习
惶	忄白王
庇	广匕匕
芥	艹人川
蝗	虫白王
陋	阝一冂人乚
壤	土亠口口甘𧘇
愕	忄口口一了
唧	口艮冂
慨	忄艮七儿
朦	月艹冖一豕
粱	氵刀八米
征	行一止
秩	禾牛人
蛛	虫牛小
晦	日矢母
嫉	女疒矢
幌	巾日小尤
怖	忄大巾
婿	女㇕止月
挽	扌⺈口儿
矗	十且十且十且
晰	日木斤
揩	扌匕匕白
酪	酉夂口
蔗	艹广廿灬
嗓	口又又又木
膛	月小冖口土
汛	氵乙十
剿	巛日木刂
蔬	艹㇕止亠厶川
腋	月亠亻夂丶
拄	扌丶王
徊	行因口
嗽	口木口欠
悖	忄十冖子
耘	三小二厶
榴	木氏丶刀田
伺	亻㇆一口
筏	⺮亻戈
辟	尸口辛
姥	女者匕
坷	土丁口
痢	疒禾刂
汰	氵大丶
峭	山小月
僚	亻大丷日小
忿	八刀心
孵	氏丿丶冂丶爪子
捺	扌大示
寞	宀艹日大
畸	田大丁口
匆	勹彡丶
渲	氵宀二日
耽	其冖儿
猩	犭日生
殃	一夕冂大
遏	之日勹人乚
隘	阝䒑八皿
泌	氵心丿
俘	亻爪子
晌	日自口
睫	目一彐止
捍	扌日一十
蝠	虫一口田
膀	月亠丷冖方
姻	女因大
熏	千四二灬
氓	亡巳七
忱	忄冖儿
媳	女自心
荐	艹大丨子
埂	土一日乂
僻	亻尸口辛
瓤	亠口口甘𧘇瓜
